"  freq              ;  reS11        ; imS11         ";;;mag S11;mag S11 dB
61900000;-0.831477;-0.487971;0.964090088;-0.317647641
61901875;-0.83544;-0.484508;0.965768086;-0.302543002
61903750;-0.834939;-0.487447;0.966813173;-0.293148818
61905625;-0.832962;-0.48334;0.96303855;-0.327126557
61907500;-0.831704;-0.482833;0.961696028;-0.339243557
61909375;-0.833962;-0.482181;0.963322965;-0.324561729
61911250;-0.835775;-0.479011;0.963312716;-0.324654138
61913125;-0.837175;-0.476394;0.963230618;-0.325394419
61915000;-0.836479;-0.478673;0.963755653;-0.320661232
61916875;-0.834593;-0.476865;0.961220944;-0.343535496
61918750;-0.837812;-0.476894;0.964031553;-0.318175029
61920625;-0.839612;-0.472119;0.963246937;-0.325247271
61922500;-0.839375;-0.473587;0.963760882;-0.320614107
61924375;-0.839105;-0.475802;0.964616372;-0.31290743
61926250;-0.838618;-0.471709;0.962179573;-0.334877348
61928125;-0.840474;-0.469833;0.962880882;-0.328548724
61930000;-0.841754;-0.47111;0.964621391;-0.312862229
61931875;-0.839247;-0.468766;0.961289285;-0.342917969
61933750;-0.840394;-0.466383;0.961132237;-0.344337115
61935625;-0.84227;-0.467214;0.963175828;-0.325888506
61937500;-0.843434;-0.468098;0.964622543;-0.312851861
61939375;-0.844222;-0.464854;0.963742718;-0.320777808
61941250;-0.845319;-0.465669;0.965096798;-0.308582506
61943125;-0.845376;-0.464604;0.964633328;-0.312754743
61945000;-0.84533;-0.462891;0.963769104;-0.320539999
61946875;-0.844528;-0.461031;0.962173127;-0.33493554
61948750;-0.844768;-0.460729;0.962239152;-0.334339528
61950625;-0.847547;-0.460778;0.96470321;-0.312125532
61952500;-0.847714;-0.459685;0.964328432;-0.315500567
61954375;-0.850039;-0.457064;0.965128904;-0.308293554
61956250;-0.846323;-0.454759;0.960764471;-0.347661311
61958125;-0.84914;-0.451661;0.961788126;-0.338411782
61960000;-0.848822;-0.454548;0.962866903;-0.328674828
61961875;-0.849456;-0.45324;0.962809427;-0.329193319
61963750;-0.848093;-0.452158;0.961097598;-0.34465016
61965625;-0.848597;-0.44886;0.959995921;-0.354612247
61967500;-0.850915;-0.45142;0.963242624;-0.325286154
61969375;-0.850832;-0.45244;0.963647781;-0.321633486
61971250;-0.850816;-0.447051;0.961115218;-0.344490923
61973125;-0.853038;-0.445599;0.962409631;-0.33280079
61975000;-0.852524;-0.444717;0.961545829;-0.340600236
61976875;-0.853499;-0.44552;0.962781706;-0.329443409
61978750;-0.855639;-0.443634;0.963809745;-0.320173739
61980625;-0.85247;-0.442765;0.960596662;-0.349178541
61982500;-0.854862;-0.442313;0.962512249;-0.331874701
61984375;-0.85585;-0.442561;0.963503742;-0.322931885
61986250;-0.856319;-0.439246;0.962402867;-0.332861839
61988125;-0.857459;-0.436318;0.962085928;-0.335722746
61990000;-0.854672;-0.438045;0.960389322;-0.351053546
61991875;-0.856955;-0.435892;0.961443554;-0.341524158
61993750;-0.857798;-0.434098;0.961383629;-0.34206555
61995625;-0.86024;-0.432086;0.962658386;-0.330556027
61997500;-0.857246;-0.432651;0.9602383;-0.352419518
61999375;-0.861046;-0.429319;0.962140851;-0.335226907
62001250;-0.861317;-0.429717;0.962560998;-0.331434791
62003125;-0.862035;-0.429208;0.962976557;-0.327685711
62005000;-0.858411;-0.428849;0.959573296;-0.358436934
62006875;-0.861447;-0.427294;0.961598199;-0.340127175
62008750;-0.861243;-0.427638;0.961568388;-0.340396458
62010625;-0.863244;-0.427173;0.9631547;-0.326079038
62012500;-0.864483;-0.423273;0.962543968;-0.331588467
62014375;-0.860297;-0.423162;0.958737194;-0.366008482
62016250;-0.866039;-0.425094;0.96474269;-0.311770067
62018125;-0.865204;-0.422661;0.962922781;-0.328170769
62020000;-0.864583;-0.419458;0.960962423;-0.345871892
62021875;-0.865605;-0.419341;0.961831009;-0.33802451
62023750;-0.865905;-0.420201;0.962476155;-0.332200421
62025625;-0.865304;-0.417354;0.960695255;-0.348287083
62027500;-0.863537;-0.416837;0.958879156;-0.364722442
62029375;-0.868125;-0.415477;0.962425142;-0.332660808
62031250;-0.868959;-0.415628;0.963242637;-0.325286039
62033125;-0.867398;-0.413108;0.960748411;-0.347806499
62035000;-0.868166;-0.411515;0.96075845;-0.347715746
62036875;-0.870153;-0.411421;0.962514147;-0.331857573
62038750;-0.87113;-0.408723;0.962248392;-0.334256121
62040625;-0.87024;-0.408217;0.961227744;-0.343474048
62042500;-0.869615;-0.407205;0.960232347;-0.352473364
62044375;-0.871726;-0.407212;0.962147511;-0.33516679
62046250;-0.873733;-0.403014;0.962200415;-0.334689198
62048125;-0.873035;-0.403146;0.961621968;-0.339912481
62050000;-0.872168;-0.403132;0.960829032;-0.347077655
62051875;-0.875188;-0.402211;0.963186235;-0.325794649
62053750;-0.874726;-0.400274;0.961958861;-0.336870011
62055625;-0.87313;-0.400742;0.960702944;-0.348217565
62057500;-0.874162;-0.398625;0.960760684;-0.347695542
62059375;-0.874924;-0.396942;0.960757491;-0.34772441
62061250;-0.878385;-0.395727;0.963410643;-0.323771206
62063125;-0.877347;-0.394272;0.961867022;-0.337699298
62065000;-0.876367;-0.3941;0.960902663;-0.346412056
62066875;-0.878372;-0.392064;0.961899969;-0.337401785
62068750;-0.879554;-0.39228;0.963067411;-0.326866261
62070625;-0.880016;-0.38973;0.962453964;-0.332400687
62072500;-0.880649;-0.391773;0.963861372;-0.319708485
62074375;-0.878894;-0.391559;0.962171042;-0.334954361
62076250;-0.879798;-0.386868;0.961099043;-0.344637105
62078125;-0.879795;-0.386266;0.960854133;-0.34685075
62080000;-0.881383;-0.383217;0.961088582;-0.344731648
62081875;-0.883823;-0.382925;0.963210595;-0.325574976
62083750;-0.882127;-0.384143;0.962140265;-0.335232205
62085625;-0.882444;-0.381509;0.961382614;-0.342074723
62087500;-0.879474;-0.380725;0.958345471;-0.369558102
62089375;-0.883138;-0.37997;0.961410385;-0.341823822
62091250;-0.884285;-0.377078;0.961326053;-0.342585757
62093125;-0.881803;-0.375053;0.958249072;-0.370431855
62095000;-0.885096;-0.374096;0.960907252;-0.346370582
62096875;-0.885017;-0.374606;0.961033166;-0.345232488
62098750;-0.886022;-0.37521;0.962194122;-0.334746009
62100625;-0.886722;-0.371873;0.961543256;-0.340623475
62102500;-0.886599;-0.372139;0.961532746;-0.340718414
62104375;-0.887571;-0.370866;0.96193756;-0.337062345
62106250;-0.887977;-0.369298;0.961708982;-0.339126559
62108125;-0.888848;-0.37033;0.962909693;-0.328288834
62110000;-0.889992;-0.363382;0.961317969;-0.342658793
62111875;-0.891093;-0.362416;0.96197302;-0.336742163
62113750;-0.892379;-0.363031;0.963395966;-0.323903534
62115625;-0.887276;-0.363508;0.958851796;-0.364970281
62117500;-0.890247;-0.362046;0.961049961;-0.345080693
62119375;-0.890926;-0.36177;0.961575099;-0.340335837
62121250;-0.890699;-0.361613;0.961305711;-0.34276955
62123125;-0.894524;-0.357072;0.963158139;-0.326048026
62125000;-0.8944;-0.358869;0.963710703;-0.321066354
62126875;-0.893052;-0.358821;0.962441886;-0.332509687
62128750;-0.893209;-0.356171;0.96160288;-0.340084892
62130625;-0.895001;-0.353579;0.962312267;-0.333679561
62132500;-0.894017;-0.354144;0.9616051;-0.340064837
62134375;-0.894477;-0.352051;0.961264277;-0.343143938
62136250;-0.893816;-0.351192;0.960334766;-0.351546971
62138125;-0.895203;-0.351256;0.961649203;-0.339666484
62140000;-0.895539;-0.348979;0.961132896;-0.344331168
62141875;-0.895556;-0.347382;0.960570041;-0.349419255
62143750;-0.896987;-0.345803;0.961335214;-0.342502984
62145625;-0.897578;-0.342814;0.960816166;-0.347193969
62147500;-0.897339;-0.342898;0.960622881;-0.348941464
62149375;-0.895749;-0.342901;0.959138867;-0.362370194
62151250;-0.897475;-0.340424;0.959869718;-0.355754186
62153125;-0.897884;-0.337758;0.959310244;-0.360818359
62155000;-0.898759;-0.337715;0.96011414;-0.353542687
62156875;-0.898835;-0.335979;0.959576076;-0.358411766
62158750;-0.899731;-0.337018;0.960779374;-0.347526583
62160625;-0.900598;-0.332746;0.960102421;-0.353648707
62162500;-0.899258;-0.333966;0.959269639;-0.361186018
62164375;-0.901655;-0.333525;0.961363961;-0.342243253
62166250;-0.901369;-0.33306;0.960934461;-0.346124636
62168125;-0.900631;-0.331215;0.959603863;-0.358160246
62170000;-0.902203;-0.331351;0.961126286;-0.344390896
62171875;-0.90444;-0.32802;0.962085669;-0.335725091
62173750;-0.901205;-0.324808;0.957951298;-0.373131398
62175625;-0.904408;-0.326876;0.961666132;-0.339513572
62177500;-0.901151;-0.323615;0.957496628;-0.377254934
62179375;-0.904172;-0.32215;0.959847711;-0.35595333
62181250;-0.905;-0.320209;0.959978543;-0.354769477
62183125;-0.905577;-0.320402;0.960586875;-0.349267032
62185000;-0.907141;-0.315895;0.960569854;-0.349420941
62186875;-0.905511;-0.315404;0.95886905;-0.364813986
62188750;-0.906223;-0.315056;0.959427125;-0.359760143
62190625;-0.909451;-0.312095;0.961511524;-0.340910127
62192500;-0.905766;-0.312973;0.958313177;-0.369850802
62194375;-0.90838;-0.312429;0.960607154;-0.349083666
62196250;-0.909164;-0.30941;0.960371661;-0.351213276
62198125;-0.909106;-0.310083;0.960533803;-0.349746941
62200000;-0.908968;-0.307501;0.95957266;-0.358442687
62201875;-0.908283;-0.305523;0.95829135;-0.370048639
62203750;-0.909519;-0.305767;0.959540656;-0.358732391
62205625;-0.912734;-0.301741;0.961317318;-0.342664677
62207500;-0.909703;-0.301783;0.958453195;-0.36858181
62209375;-0.912029;-0.303785;0.961291955;-0.342893844
62211250;-0.912236;-0.300277;0.960385754;-0.351085815
62213125;-0.912985;-0.300034;0.961021338;-0.345339391
62215000;-0.913242;-0.297639;0.960520653;-0.349865851
62216875;-0.913125;-0.296953;0.960197037;-0.352792771
62218750;-0.91396;-0.295218;0.960456427;-0.350446655
62220625;-0.912219;-0.2939;0.958394863;-0.369110453
62222500;-0.911626;-0.290841;0.956896259;-0.382702863
62224375;-0.912687;-0.28999;0.95764908;-0.375872086
62226250;-0.915312;-0.290946;0.960440332;-0.350592212
62228125;-0.91479;-0.28742;0.958880076;-0.364714103
62230000;-0.915318;-0.288279;0.959641508;-0.357819514
62231875;-0.917459;-0.285305;0.960796524;-0.34737154
62233750;-0.91928;-0.285754;0.962668721;-0.330462778
62235625;-0.916821;-0.279146;0.95837531;-0.369287663
62237500;-0.916919;-0.280877;0.95897463;-0.363857638
62239375;-0.917398;-0.280876;0.959432341;-0.35971292
62241250;-0.919362;-0.279284;0.960846522;-0.346919547
62243125;-0.918916;-0.274792;0.959123172;-0.362512334
62245000;-0.917396;-0.276753;0.958231519;-0.370590962
62246875;-0.916973;-0.274368;0.957140158;-0.38048924
62248750;-0.918828;-0.272733;0.958450929;-0.368602349
62250625;-0.921278;-0.272576;0.960755343;-0.347743833
62252500;-0.919154;-0.269987;0.957985937;-0.372817322
62254375;-0.920561;-0.269775;0.959276345;-0.361125299
62256250;-0.920532;-0.267739;0.95867791;-0.366545592
62258125;-0.923108;-0.264849;0.960350651;-0.3514033
62260000;-0.921961;-0.264085;0.959037524;-0.363287998
62261875;-0.924262;-0.261184;0.960456832;-0.350442995
62263750;-0.921776;-0.262473;0.95841696;-0.36891019
62265625;-0.922613;-0.26122;0.958879886;-0.364715824
62267500;-0.922621;-0.260282;0.958632479;-0.366957222
62269375;-0.922861;-0.256499;0.957843496;-0.37410891
62271250;-0.92113;-0.254782;0.955716665;-0.393416818
62273125;-0.922181;-0.252447;0.956110498;-0.389838265
62275000;-0.924667;-0.25178;0.958333047;-0.369670708
62276875;-0.923379;-0.253352;0.957505098;-0.377178097
62278750;-0.923198;-0.249514;0.956322008;-0.38791699
62280625;-0.92723;-0.249204;0.960134421;-0.353359209
62282500;-0.925876;-0.244224;0.957544636;-0.376819446
62284375;-0.926255;-0.244143;0.957890458;-0.373683059
62286250;-0.924001;-0.24471;0.955856073;-0.392149925
62288125;-0.92898;-0.243526;0.960369071;-0.351236697
62290000;-0.928357;-0.239399;0.958727595;-0.366095447
62291875;-0.928116;-0.23744;0.958006818;-0.372628003
62293750;-0.927774;-0.237887;0.957786417;-0.374626529
62295625;-0.927685;-0.236751;0.957418662;-0.377962226
62297500;-0.927874;-0.233724;0.956857914;-0.383050934
62299375;-0.928558;-0.232928;0.957327223;-0.378791819
62301250;-0.924925;-0.230333;0.953173408;-0.416561642
62303125;-0.929962;-0.229592;0.957884026;-0.373741379
62305000;-0.930287;-0.22721;0.957631603;-0.376030605
62306875;-0.929579;-0.226508;0.956777399;-0.383781842
62308750;-0.930916;-0.222954;0.957242438;-0.379561116
62310625;-0.930257;-0.223935;0.95683069;-0.383298061
62312500;-0.930572;-0.222302;0.9567562;-0.383974295
62314375;-0.930909;-0.220097;0.956574229;-0.385626472
62316250;-0.933678;-0.219296;0.959085681;-0.362851859
62318125;-0.930786;-0.217489;0.955857752;-0.392134663
62320000;-0.933084;-0.214399;0.957398915;-0.378141381
62321875;-0.933762;-0.213237;0.95780034;-0.374500265
62323750;-0.933235;-0.210919;0.956772904;-0.38382265
62325625;-0.931705;-0.210517;0.955191925;-0.398187149
62327500;-0.934251;-0.208752;0.957289052;-0.37913816
62329375;-0.933645;-0.207515;0.956428492;-0.38694989
62331250;-0.934254;-0.205389;0.956564257;-0.38571702
62333125;-0.934722;-0.201996;0.956298908;-0.388126804
62335000;-0.935577;-0.202693;0.957281973;-0.379202391
62336875;-0.934687;-0.19928;0.955694672;-0.393616702
62338750;-0.934498;-0.198608;0.955369902;-0.396568897
62340625;-0.935788;-0.194357;0.955758246;-0.393038928
62342500;-0.934699;-0.194508;0.954722778;-0.402454317
62344375;-0.935047;-0.192843;0.95472578;-0.402427005
62346250;-0.936994;-0.188821;0.955830072;-0.392386202
62348125;-0.934767;-0.19004;0.953889169;-0.410041652
62350000;-0.935812;-0.189145;0.954735529;-0.402338311
62351875;-0.935632;-0.18728;0.9541913;-0.407290946
62353750;-0.937815;-0.184907;0.955870061;-0.392022819
62355625;-0.935773;-0.183543;0.953603241;-0.412645636
62357500;-0.933044;-0.179461;0.950145966;-0.444193425
62359375;-0.937881;-0.180232;0.95504154;-0.399554759
62361250;-0.935867;-0.178059;0.952655263;-0.421284583
62363125;-0.938028;-0.175618;0.954326051;-0.406064419
62365000;-0.939505;-0.17265;0.955236969;-0.397777559
62366875;-0.937111;-0.170927;0.952571817;-0.42204544
62368750;-0.938009;-0.16894;0.953101048;-0.417221058
62370625;-0.938273;-0.167047;0.953027241;-0.417893706
62372500;-0.939349;-0.16461;0.953662936;-0.412101915
62374375;-0.940093;-0.163296;0.954170023;-0.407484637
62376250;-0.940062;-0.161402;0.953817157;-0.410697395
62378125;-0.941309;-0.160759;0.954937741;-0.400498841
62380000;-0.939575;-0.157637;0.952706988;-0.420812988
62381875;-0.939549;-0.155244;0.952288309;-0.42463095
62383750;-0.941068;-0.152979;0.953420975;-0.414305961
62385625;-0.939936;-0.151852;0.952123266;-0.426136445
62387500;-0.942335;-0.149987;0.954196705;-0.407241747
62389375;-0.94259;-0.147232;0.954019481;-0.40885514
62391250;-0.940908;-0.146561;0.952254163;-0.4249424
62393125;-0.941361;-0.142442;0.952076812;-0.426560242
62395000;-0.944507;-0.142597;0.955210646;-0.398016922
62396875;-0.942861;-0.138878;0.953034083;-0.417831347
62398750;-0.940333;-0.138563;0.950487168;-0.441074842
62400625;-0.942878;-0.135507;0.95256552;-0.422102854
62402500;-0.940283;-0.132983;0.949640247;-0.448817756
62404375;-0.943601;-0.131642;0.952739452;-0.420517014
62406250;-0.942107;-0.127356;0.950676154;-0.439347987
62408125;-0.942678;-0.126398;0.951114223;-0.435346472
62410000;-0.941568;-0.124849;0.949809229;-0.447272297
62411875;-0.941098;-0.121195;0.948869682;-0.455868591
62413750;-0.941732;-0.119176;0.949242898;-0.452452872
62415625;-0.942337;-0.118684;0.949781508;-0.447525803
62417500;-0.942574;-0.115258;0.94959473;-0.449234081
62419375;-0.942743;-0.113404;0.949539273;-0.449741361
62421250;-0.942721;-0.109909;0.949106354;-0.453702378
62423125;-0.944452;-0.105137;0.950285941;-0.44291392
62425000;-0.943081;-0.104607;0.948864794;-0.455913338
62426875;-0.944292;-0.103727;0.949971932;-0.445784524
62428750;-0.944046;-0.0981645;0.949135986;-0.453431208
62430625;-0.943573;-0.0976621;0.948613669;-0.458212438
62432500;-0.943157;-0.0929397;0.947725126;-0.466352105
62434375;-0.942377;-0.0926495;0.946920451;-0.473730077
62436250;-0.942931;-0.0907839;0.947291184;-0.470330089
62438125;-0.941506;-0.0900828;0.945805719;-0.483961281
62440000;-0.941103;-0.0854098;0.944970735;-0.491632818
62441875;-0.943937;-0.0820515;0.947496443;-0.468448239
62443750;-0.942062;-0.0790908;0.945376204;-0.487906673
62445625;-0.943422;-0.0765329;0.946521186;-0.477393219
62447500;-0.941072;-0.0741373;0.943987737;-0.500672944
62449375;-0.944451;-0.0716157;0.947162341;-0.471511556
62451250;-0.942071;-0.068996;0.944594208;-0.495094438
62453125;-0.942483;-0.0660911;0.944797459;-0.493225667
62455000;-0.941004;-0.0622104;0.943058143;-0.509230608
62456875;-0.942976;-0.0612345;0.944962116;-0.491712045
62458750;-0.942513;-0.0575406;0.944267799;-0.498096406
62460625;-0.939431;-0.0536444;0.940961384;-0.528563987
62462500;-0.939158;-0.0501834;0.940497806;-0.532844267
62464375;-0.940359;-0.0452954;0.941449267;-0.524061568
62466250;-0.941147;-0.0431514;0.942135722;-0.517730583
62468125;-0.938644;-0.0421372;0.939589326;-0.541238507
62470000;-0.940631;-0.0404419;0.941499987;-0.523593633
62471875;-0.939609;-0.0336354;0.940210834;-0.535494972
62473750;-0.937852;-0.0315196;0.93838151;-0.55241116
62475625;-0.939427;-0.0278415;0.939839474;-0.538926362
62477500;-0.938259;-0.023694;0.938558126;-0.550776513
62479375;-0.937523;-0.0227653;0.937799357;-0.557801385
62481250;-0.938389;-0.0170939;0.93854468;-0.550900952
62483125;-0.935362;-0.0144916;0.935474253;-0.579363224
62485000;-0.936863;-0.0128396;0.936950978;-0.565662618
62486875;-0.936916;-0.00687859;0.93694125;-0.565752805
62488750;-0.935183;-0.00284207;0.935187319;-0.582027819
62490625;-0.934597;-1.75E-05;0.934597;-0.587512346
62492500;-0.932511;0.00467078;0.932522697;-0.606811774
62494375;-0.930091;0.00666622;0.930114889;-0.62926807
62496250;-0.932979;0.0131561;0.933071754;-0.601699151
62498125;-0.932099;0.0157539;0.932232123;-0.609518723
62500000;-0.927509;0.019355;0.927710925;-0.651746576
62501875;-0.930413;0.0239991;0.930722465;-0.623596064
62503750;-0.928229;0.0279375;0.928649331;-0.642964994
62505625;-0.928791;0.0345554;0.92943359;-0.635632725
62507500;-0.926924;0.036302;0.927634592;-0.65246129
62509375;-0.925371;0.042606;0.926351315;-0.664485553
62511250;-0.924649;0.0456771;0.925776523;-0.669876735
62513125;-0.922852;0.0523447;0.924335319;-0.683409046
62515000;-0.920132;0.0541851;0.921726056;-0.707962707
62516875;-0.919298;0.0598453;0.921243873;-0.712507755
62518750;-0.91888;0.0648888;0.921168286;-0.713220449
62520625;-0.915952;0.0703755;0.918651608;-0.736983207
62522500;-0.913486;0.0756321;0.916611634;-0.756292701
62524375;-0.913133;0.0796646;0.916601508;-0.756388653
62526250;-0.913003;0.085211;0.91697077;-0.752890162
62528125;-0.909215;0.09151;0.913808512;-0.782896019
62530000;-0.905178;0.0969255;0.910352549;-0.815807744
62531875;-0.904943;0.102852;0.910769107;-0.811834174
62533750;-0.901038;0.107833;0.907467594;-0.843377501
62535625;-0.898229;0.113129;0.905325084;-0.863908931
62537500;-0.896511;0.120318;0.904548724;-0.871360693
62539375;-0.893549;0.126236;0.902421932;-0.891807169
62541250;-0.888729;0.131288;0.898373961;-0.930856885
62543125;-0.888911;0.138001;0.89955936;-0.919403465
62545000;-0.884264;0.143859;0.895889632;-0.954909784
62546875;-0.87959;0.150766;0.892417478;-0.988638654
62548750;-0.879043;0.157728;0.893081585;-0.982177309
62550625;-0.873;0.166476;0.888731263;-1.024590843
62552500;-0.86896;0.172764;0.885967765;-1.05164158
62554375;-0.862978;0.17948;0.881444325;-1.096102276
62556250;-0.860286;0.185979;0.880159185;-1.108775495
62558125;-0.852225;0.190581;0.873274624;-1.176983196
62560000;-0.845351;0.201634;0.86906535;-1.218951301
62561875;-0.843032;0.209491;0.868671072;-1.222892813
62563750;-0.835474;0.217803;0.863397331;-1.275785962
62565625;-0.828379;0.224214;0.858186277;-1.328368692
62567500;-0.82321;0.23386;0.855783386;-1.352722982
62569375;-0.816934;0.244153;0.852638169;-1.384704591
62571250;-0.80718;0.25153;0.845462532;-1.45811268
62573125;-0.799092;0.259086;0.840043796;-1.513961421
62575000;-0.791224;0.268112;0.835415742;-1.561946904
62576875;-0.78201;0.278624;0.830163221;-1.616730225
62578750;-0.769175;0.28547;0.820440919;-1.719053752
62580625;-0.760991;0.293259;0.815541626;-1.771077349
62582500;-0.747729;0.303393;0.806936162;-1.863216431
62584375;-0.734358;0.312263;0.797991136;-1.960038653
62586250;-0.72283;0.321481;0.791096228;-2.035413722
62588125;-0.708277;0.330681;0.781668877;-2.139543598
62590000;-0.69222;0.339293;0.770900946;-2.26002843
62591875;-0.675515;0.347034;0.759442633;-2.390100532
62593750;-0.659735;0.355013;0.749189229;-2.508169505
62595625;-0.641303;0.365162;0.737978878;-2.639121365
62597500;-0.62158;0.370619;0.723685111;-2.809007251
62599375;-0.600316;0.377271;0.70902236;-2.986801368
62601250;-0.578974;0.383427;0.694425775;-3.167483356
62603125;-0.556478;0.388748;0.678817186;-3.364943419
62605000;-0.530918;0.393385;0.660776574;-3.59890724
62606875;-0.503985;0.395046;0.640361009;-3.87150239
62608750;-0.47608;0.397819;0.620412865;-4.146384102
62610625;-0.449548;0.395248;0.598593673;-4.457357552
62612500;-0.418284;0.394956;0.575284057;-4.802353226
62614375;-0.38618;0.388871;0.548047121;-5.223641984
62616250;-0.353818;0.384992;0.522882412;-5.631919316
62618125;-0.319697;0.373503;0.491640786;-6.167041907
62620000;-0.286942;0.36078;0.460974967;-6.726453171
62621875;-0.253541;0.345304;0.428389882;-7.363215901
62623750;-0.218889;0.327382;0.393816414;-8.094123726
62625625;-0.186579;0.304534;0.357145181;-8.943104107
62627500;-0.153857;0.278461;0.318139128;-9.947658264
62629375;-0.12444;0.248586;0.277993369;-11.11931128
62631250;-0.0945967;0.215743;0.235570749;-12.55757275
62633125;-0.0691429;0.178412;0.191341533;-14.363815
62635000;-0.0466496;0.138832;0.146459924;-16.6856239
62636875;-0.0283586;0.0967774;0.100846791;-19.9267583
62638750;-0.0134266;0.0533054;0.054970349;-25.19743013
62640625;-0.00357626;0.00706144;0.007915401;-42.03054175
62642500;0.0015781;-0.0389028;0.038934795;-28.19324219
62644375;0.00301528;-0.0848181;0.08487168;-21.42474406
62646250;-0.000573676;-0.131289;0.131290253;-17.63535027
62648125;-0.00771413;-0.175779;0.175948187;-15.09230406
62650000;-0.020715;-0.218105;0.219086518;-13.18768695
62651875;-0.0366242;-0.25882;0.261398402;-11.65394144
62653750;-0.054803;-0.297619;0.3026226;-10.38197284
62655625;-0.0748965;-0.33322;0.341533387;-9.331336711
62657500;-0.0992497;-0.3659;0.379121765;-8.424425641
62659375;-0.123981;-0.393203;0.412286172;-7.696024624
62661250;-0.151391;-0.419494;0.445975841;-7.013773334
62663125;-0.178254;-0.44184;0.476442099;-6.439797406
62665000;-0.20696;-0.462012;0.506248486;-5.912725249
62666875;-0.234259;-0.479492;0.533657059;-5.454754823
62668750;-0.262684;-0.492776;0.558418365;-5.06080615
62670625;-0.289745;-0.506779;0.583761184;-4.675295719
62672500;-0.31626;-0.516929;0.605999982;-4.350547769
62674375;-0.34096;-0.525843;0.626709328;-4.058676819
62676250;-0.368211;-0.531859;0.646879692;-3.783529651
62678125;-0.391347;-0.534317;0.66230441;-3.578847069
62680000;-0.41573;-0.536492;0.678715772;-3.366241173
62681875;-0.438213;-0.541213;0.696377875;-3.143100711
62683750;-0.460288;-0.542904;0.711765268;-2.953264166
62685625;-0.480452;-0.54031;0.723027676;-2.816901569
62687500;-0.499599;-0.539743;0.73547377;-2.668656224
62689375;-0.519576;-0.537488;0.747564425;-2.527027476
62691250;-0.538273;-0.534544;0.758600758;-2.39973455
62693125;-0.555755;-0.531553;0.769033297;-2.281097121
62695000;-0.570569;-0.528876;0.777983809;-2.180588824
62696875;-0.585161;-0.52523;0.786307795;-2.088148377
62698750;-0.601237;-0.523853;0.797438334;-1.966057825
62700625;-0.613628;-0.517552;0.802744913;-1.908448759
62702500;-0.627482;-0.51291;0.810438356;-1.825600265
62704375;-0.640492;-0.506479;0.81654821;-1.760363376
62706250;-0.651424;-0.503384;0.82325493;-1.689313201
62708125;-0.662838;-0.496859;0.828385828;-1.635346792
62710000;-0.676413;-0.491616;0.836194259;-1.553856374
62711875;-0.683711;-0.48777;0.839869219;-1.515766708
62713750;-0.692766;-0.479726;0.842651628;-1.487038719
62715625;-0.703568;-0.474781;0.848778492;-1.424112679
62717500;-0.713468;-0.47173;0.855316187;-1.357466175
62719375;-0.720454;-0.464628;0.857282418;-1.337521661
62721250;-0.72937;-0.460964;0.862825826;-1.281537281
62723125;-0.736737;-0.454472;0.865636301;-1.253290787
62725000;-0.742474;-0.448443;0.867391933;-1.235692428
62726875;-0.751956;-0.446081;0.874314637;-1.166645019
62728750;-0.757617;-0.440585;0.876412381;-1.14582992
62730625;-0.763096;-0.435207;0.878476316;-1.125398853
62732500;-0.767468;-0.429716;0.879581134;-1.114481884
62734375;-0.776501;-0.422998;0.884240415;-1.068592786
62736250;-0.78051;-0.41959;0.886144248;-1.049911544
62738125;-0.786145;-0.41455;0.888749494;-1.024412668
62740000;-0.790493;-0.411529;0.8911988;-1.00050814
62741875;-0.796753;-0.402555;0.89267344;-0.986147732
62743750;-0.801136;-0.400496;0.895665081;-0.957087147
62745625;-0.806007;-0.396981;0.898466025;-0.929966815
62747500;-0.809757;-0.39047;0.898984549;-0.924955447
62749375;-0.813586;-0.38558;0.900330004;-0.911965532
62751250;-0.820008;-0.384342;0.905611337;-0.861162991
62753125;-0.822663;-0.375054;0.904123838;-0.875441601
62755000;-0.825936;-0.372595;0.906089019;-0.856582658
62756875;-0.830535;-0.370428;0.909398312;-0.824917128
62758750;-0.833914;-0.362792;0.909412225;-0.824784241
62760625;-0.835684;-0.361554;0.910543268;-0.813988244
62762500;-0.836519;-0.357354;0.909651537;-0.822498847
62764375;-0.843276;-0.352557;0.914008124;-0.780998884
62766250;-0.846338;-0.348843;0.915412174;-0.767666321
62768125;-0.84923;-0.34433;0.91638133;-0.758475352
62770000;-0.85282;-0.341447;0.918633772;-0.737151855
62771875;-0.853378;-0.336067;0.917166855;-0.751032971
62773750;-0.856502;-0.333328;0.919077381;-0.732958443
62775625;-0.861817;-0.328391;0.922263081;-0.702903525
62777500;-0.862451;-0.327211;0.922436321;-0.701272102
62779375;-0.865269;-0.321755;0.923155849;-0.694499482
62781250;-0.864288;-0.318252;0.921020131;-0.71461754
62783125;-0.870507;-0.317558;0.926620483;-0.661962074
62785000;-0.871318;-0.311148;0.925207077;-0.67522108
62786875;-0.874614;-0.307801;0.927195289;-0.65657567
62788750;-0.875533;-0.304717;0.927043949;-0.657993525
62790625;-0.876052;-0.301677;0.926539864;-0.662717815
62792500;-0.879841;-0.299011;0.929261946;-0.637236948
62794375;-0.881862;-0.293016;0.929267972;-0.637180621
62796250;-0.881535;-0.290883;0.928287065;-0.646354017
62798125;-0.881786;-0.289296;0.928029485;-0.648764505
62800000;-0.886228;-0.285729;0.931150433;-0.619603006
62801875;-0.888257;-0.281589;0.931822334;-0.613337687
